"1-2.1.1 Production, GDP and generation of income by price unit,"
"transaction, region and time"

" "," "," ","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021"
"2010-prices, chained values, (mill. DKK.)"
" ","B.1*g Gross domestic product"
" "," ","All Denmark",1403340,1445828,1487758,1536272,1570349,1616643,1677217,1691023,1698909,1705536,1751043,1791959,1862078,1879009,1869388,1777666,1810926,1835134,1839290,1856457,1886520,1930714,1993384,2049632,2090410,2121630,2079312,2180277

